OBJECTID,LocationID,Agency,AgencyContactName,AgencyContactPhone,AgencyContactEmail,AgencyWebsite,Address_Description,Dates_Times,Details,MapAddress,Type_Distribution,Additional_Information,Status,Long_X,Lat_Y,GlobalID,CreationDate,Creator,EditDate,Editor,,,
26,26,Shawnee County Sheriff Office,null,null,null,null,"Citizen to call/place order at participating store: Dillons, Walmart, Hy-Vee, Wehner's. Will only pick up in stores to addresses in Shawnee CO.  All orders must be prepaid. Then call. Citizens must provide name, date of birth, address, phone #.",Mon-Fri 8:00am-4:00pm,"Good Neighbor Program to assist elderly, handicapped and vulnerable citizens with the delivery of essential food items; offered to high risk citizens who do not have a support system in place to provide these services",320 S. KANSAS AVE,Delivery,,Active,-95.6705945578408,39.0544741781265,856dd2ac-c45e-4f44-bddf-047ebf2001ad,1589491058406,lee.allen,1590684317175,ljmartin.ksu,,,
12,12,Doorstep Inc.,Lisa Cain,785-357-5341,lisa@doorstepinc.com,https://doorsteptopeka.org/,Phone intake (785-357-5341) for food services only from 9:00am-1:00pm; then clients will come pick up order by 2pm each day (1119 SW 10th Ave.),Appt. Only,Free bread shelf inside south door accessible to public,1119 SW 10TH AVE,Pantry Items,,Active,-95.6912730469107,39.0496060020476,0a97a0b4-6623-4d96-b0a9-d7cb9b27ee10,1589491058406,lee.allen,1589560945536,lee.allen,,,
35,35,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Garfield Community Center (1600 N Quincy);,Fri 1100am-11:30am,"Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka","Oakland and Surround communities (Proof of address must be shown); first come first serve; Each sack contains 2 day supply""",1600 N QUINCY,Meals 18 and Under,,Active,-95.6605611826285,39.0779090335471,64b711ef-4733-425f-9d95-55eb872f4c3b,1589491058406,lee.allen,1590612040363,ljmartin.ksu,,
86,87,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,"Back Snacks & Porch Deliveries- provided by Harvesters
Pine Ridge Prep
",null,Expanded Meal Services ,1110 SE HIGHLAND AVE,Meals 18 and Under,,Active,-95.6421258725063,39.0362300168677,3c753e7d-a8ae-45d2-a1c8-dc8f4a0db7ff,1589491058406,lee.allen,1589560945536,lee.allen,,,
63,64,USD 437 Auburn-Washburn,Stan Vallis,785-339-4000,vallista@usd437.net,http://usd437.net/,"Pauline Central Elementary School (6625 SW Westview Dr, Topeka)",Mon-Fri: 1030-Noon,Meal Distribution site for grab and go meals free of charge to any child 1 to 18 years old. Audlts can pick up meals without the children present.,6625 SW WESTVIEW DR,Meals 18 and Under,,Active,-95.697828497326,38.9469130048853,11487b79-0844-4591-811e-e90e89b94e6a,1589491058406,lee.allen,1590674087236,ljmartin.ksu,,,
6,6,Bread of Life,Trudy OShea-Weir,null,tjweir@att.net,null,Timberlee Apartments,"Every Sunday except the first Sunday, , 2:00pm-2:30pm",Warm Meal Distributions,341 SE Lawrence St. Topeka KS 66607,Meals All Ages,,Active,-95.6562661707436,39.0522240360192,7012fe4c-d87b-4762-9694-1061cd34b647,1589491058406,lee.allen,1590694937291,ljmartin.ksu,,,
43,43,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Coachlight Village Mobile Home Courts N (195 NE Coachlight Dr),Sunday 1:00-1:30pm,"Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka","Oakland and Surround communities (Proof of address must be shown); first come first serve; Each sack contains a 2 day sup""",195 NE COACHLIGHT DR,Meals All Ages,,Active,-95.6575469183051,39.0963010850632,c9ee0344-90d7-42a9-ac08-76374585e203,1589491058406,lee.allen,1591035844895,ljmartin.ksu,,
98,null,Topeka North Outreach Operation Backpack,Theresa Gartner,785-286-1370, youth@topekanorthoutreach.org,https://www.topekanorthoutreach.org/operation-backpack,Mathes Early Learning Center,"Starts June 5, 2020, Fridays 11:00am-11:30am","Weekend Food Sacks: 2 day supply of individual size, non-perishable food items",2032 N. Kansas Avenue,Meals 18 and Under,null,Active,null,null,664c8721-d807-45a3-b51b-c4ebf992861c,1590673227179,ljmartin.ksu,1590673704925,ljmartin.ksu,,,
27,27,The Iron Rail,null,785-215-8123,info@ironrailbrewing.com,https://www.ironrailbrewing.com/,705 S. Kansas Ave,Operating Hours,free kids meal with purchase of adult meal,705 S KANSAS AVE,Other,,Active,-95.6744912792125,39.0500924829762,f3180a69-1995-4f18-af11-7e2633d4806f,1589491058406,lee.allen,1589560945536,lee.allen,,,
21,21,Salvation Army,Shelley Robertson,785-233-9648,shelley.robertson@usc.salvationarmy.org,https://centralusa.salvationarmy.org/topeka/,Deer Creek Apartments,null,Free Grab and Go lunches ,430 SE Winfield AVE,Meals All Ages,,Active,-95.635409718764,39.0467470356227,48d18c2c-4c6e-41e5-b80b-5148f6cf0aa6,1589491058406,lee.allen,1589560945536,lee.allen,,,
81,82,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,"Chase Middle School (2250 NE State St, Topeka)","Starts June 1, 2020, 11:00am-12:00pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students-- will have drive up pick up for meal sites,2250 NE STATE ST,Meals 18 and Under,,Active,-95.642070040766,39.0612575954849,86c00af2-ea1a-4e9d-a35e-f45ea7db8847,1589491058406,lee.allen,1590597136043,ljmartin.ksu,,,
64,65,USD 450 Shawnee Heights,Tara Cox,785-730-5032,coxt@usd450.net,https://www.usd450.net/,Starlite Skate Rink (301 SE 45th St);,"Starts June 1, 2020 Mon/Wed/Fri 11:00am-12:30pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students; will pick up 2 days worth of meals to limit exposure,301 SW 45TH ST,Meals 18 and Under,,Active,-95.6814334577058,38.9855025782926,e1cef3e8-68b9-4438-8ab7-73764d3832af,1589491058406,lee.allen,1590595520026,ljmartin.ksu,,,
38,38,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Seaman Middle School,Fri 1100-1130,"Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka", Oakland,"nearby communities (Proof of address must be shown); first come first serve; Each sack contains a 2 day supply""",5530 NW TOPEKA BLVD,Meals All Ages,,Active,-95.662406125693,39.1462202850356,91e912ec-524f-465f-aa98-e9cb43b89d55,1589491058406,lee.allen,1591280485170,ljmartin.ksu,
87,88,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,Pine Ride (1130-1145),MON-FRI 1130-1145,Lunch Sites (Salvation Army)- Food provided by Salvation Army,1101 SE HIGHLAND AVE,Meals All Ages,,Active,-95.6421876379821,39.0364275569941,df10e5bf-bb97-4e02-9ed2-6e22458c82ab,1589491058406,lee.allen,1589560945536,lee.allen,,,
44,44,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Evening Star Mobile Park (1441 N Taylor);,Sunday 1:00-1:30pm,"Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka","Oakland and Surround communities (Proof of address must be shown); first come first serve; Each sack contains a 2 day sup""",1441 N TAYLOR,Meals All Ages,,Active,-95.675759771826,39.075527992828,b3c92a7c-cbcb-4c06-af59-2dde920c2ee4,1589491058406,lee.allen,1591035884452,ljmartin.ksu,,
7,7,Bread of Life,Trudy OShea-Weit,null,tjweir@att.net,null,Deer Creek Apartments,"Every Sunday except the first Sunday, 3:00-4:00pm",Bread of Life,423 SE Winfield,Meals All Ages,,Active,null,null,03272772-110c-4a23-8acb-cd1cd8cfb3d2,1589491058406,lee.allen,1590695518009,ljmartin.ksu,,,
1,1,5 Loaves & 2 Fish,Craig Thomas,785-207-6520,null,null,Shawnee Heights Mobile Home Park (4420 SW 61st St); serving from the storm shelter/basement under the main office,Mon-Friday @ 12:00,Providing free soup and sandwiches to all ages,4420 SW 61ST ST,Meals All Ages,,Active,-95.7286579151283,38.9571215696184,85ff87b0-9d3b-4b40-add5-c5c00f4490aa,1589491058406,lee.allen,1589560945536,lee.allen,,,
24,24,Salvation Army,Shelley Robertson,785-233-9648,shelley.robertson@usc.salvationarmy.org,https://centralusa.salvationarmy.org/topeka/,"1319 SE 6th Ave, 66607",Tue/Wed/Thu 9:00am-11:00am; 1:00pm-3:30pm,Sack lunch for evening meal for individuals and family; no dine in,1319 SE 6TH AVE,Meals All Ages,,Active,-95.6570274876612,39.0472051177114,ad3983ba-b9e3-4b3c-bc61-8a93ac209d98,1589491058406,lee.allen,1589560945536,lee.allen,,,
47,47,Topeka Rescue Mission,Kay Ireland,785-357-4285,kireland@trmonline.org,https://trmonline.org/,NW end of the Distribution Center at (401 NW Norris) and stay in vehicle; info collected by staff and food brought to car,Tue/Thur 9:00am-2:00pm,Drive thru food distribution,401 NW NORRIS,Pantry Items,,Active,-95.6714707915526,39.0676988359237,fa58c49a-1d28-4ee8-bff8-262b850168d3,1589491058406,lee.allen,1589560945536,lee.allen,,,
70,71,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,"St. David's Episcopal Church (3916 SW 17th St, Topeka);","Starts June 1, 2020, 11:00am-12:00pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students-- will have drive up pick up for meal sites,3916 SW 17TH ST,Meals 18 and Under,,Active,-95.7256484773583,39.0370608686274,5b82d509-86e6-41ea-b91e-0751e6f05b85,1589491058406,lee.allen,1590596748369,ljmartin.ksu,,,
93,94,"Community Action, Inc",Teresa Sowell,785-835-4500,tsowell@wefightpoverty.org, http://www.wefightpoverty.org/,CapFed® Community Care Station,"Mon 800-500, Tues Wed  800-700, Thurs 800-500, Fri 800-400, Sat 800-400, Sun Closed",Free Food Distribution ,2915 SW Wanamaker,Pantry Items,,Active,-95.763,39.014,e008d05b-b01c-45f3-aac5-98ebaca4fb79,1589491058406,lee.allen,1589560945536,lee.allen,,,
18,18,Meals on Wheels,Heidi Pickerell,785-430-2186,hpickerell@midlandcc.org,http://www.mowks.org/,2134 SW Westport Dr. 66614,Daily,"Daily meals continue to be delivered by volunteers to all home bound recipients.  Also offering home delivered meals to those who used to eat in a congegate site, including senior centers and church locations. Please call office to enroll.",2134 SW WESTPORT DR,Delivery,,Active,-95.7553563264287,39.0277327904581,4700c0d9-847e-4736-a39a-df48db46feec,1589491058406,lee.allen,1589560945536,lee.allen,,,
124,null,Shawnee County Health Department-WIC,Kay Powell,785-251-5607,null,null,null,Call for appointment,"Breastfeeding mothers, up to baby's first birthday Infants and children under five years old Non-breastfeeding mothers, up to six months after baby's birth Pregnant women Participants must also fall within income guidelines",2600 SW East Circle Dr. S,First Foods,Breastfeeding Support,Active,null,null,87122f62-5c9c-410b-a1b4-a29440a33ece,1591291328578,ljmartin.ksu,1591291440648,ljmartin.ksu,,,
84,85,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,"Drive-Thru Pantires (Groceries)- Food provided by Harvesters and TPS
Pine Ridge Prep (1110 SE Highland Ave)- Thu 1300
2nd/4th Thursday of the Month (April 28, May 14, May 28)","THU 1300, 2nd/4th Thursday of the month (Apr 28, May 14, May 28)",Drive-Thru Pantries (Groceries)- Food provided by Harvesters and TPS,1110 SE HIGHLAND AVE,Pantry Items,,Active,-95.6421258725063,39.0362300168677,43e9d733-91af-40bb-b023-1d7136697dc6,1589491058406,lee.allen,1589560945536,lee.allen,,,
10,10,"Community Action, Inc.-Harvesters Mobile Food Pantry",Teresa Sowell,785-836-4535,tsowell@wefightpoverty.org, http://www.wefightpoverty.org/,Mobile food pantries in Rossville will continue as scheduled,"Rossville Food Pantry--4th Wed, 12:00pm",Citizen Potawatomie Nation Community Building,"806 Nishnabe Trail, Rossville, KS 66533.",Pantry Items,"Distributions may be rescheduled, added or canceled due to weather, holidays or unforeseen circumstances.",Active,-95.9483929945531,39.1393355672699,bb11e657-1e68-4000-b127-81bb4cef478d,1589491058406,lee.allen,1591114493777,ljmartin.ksu,,,
61,62,USD 437 Auburn-Washburn,Stan Vallis,785-339-4000,vallista@usd437.net,http://usd437.net/,Washburn Rural High School @10:30-Noon,Mon-Fri 1030-1200,Meal Distribution site for grab and go meals free of charge to any child 1 to 18 years old. Audlts can pick up meals without the children present.,5900 SW 61ST ST,Meals 18 and Under,,Active,-95.7596476660411,38.9572822855756,4d37a9ff-1456-444e-a085-0835ed2895b6,1589491058406,lee.allen,1589560945536,lee.allen,,,
90,91,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,Ross Elementary (1230-1245),MON-FRI 1230-1240,Lunch Sites (Salvation Army)- Food provided by Salvation Army,1400 SE 34TH ST,Meals All Ages,,Active,-95.6571675747606,39.0068872044351,7d7c84af-a6d6-4605-83cb-baed862c37be,1589491058406,lee.allen,1589560945536,lee.allen,,,
4,4,Boys and Girls Club of Topeka ,Ali Gatewood,785-234-5601,frontdeskmo@bgctopeka.org,null,Montara (Velma Paris Community Center-6715 SE Westview Rd),Mon-Fri 5:00pm-6:00pm,"Distributing Dinner Dash Packs"" for 18 years and under""",6715 SE WESTVIEW RD,Meals 18 and Under,,Active,-95.6971806847135,38.9454207107271,f86e59f3-affc-40eb-abc9-d8d808930333,1589491058406,lee.allen,1589560945536,lee.allen,,,
79,80,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,Jardine Middle School (2600 SW 33rd St);,"Starts June 1, 2020, 11:00am-12:00pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students-- will have drive up pick up for meal sites,2600 SW 33RD ST,Meals 18 and Under,,Active,-95.7090547106199,39.009841870587,76edf4e3-ecfc-4484-93c6-bd31920f38ee,1589491058406,lee.allen,1590597078959,ljmartin.ksu,,,
19,19,PT's at Wheatfield Village,null,785-596-0030,wheatfieldvillage@ptscoffee.com,https://www.ptscoffee.com/pages/pts-at-wheatfield-village,2811 SW Fairlawn Rd,null,free school lunch for any child under 18,2811 SW FAIRLAWN RD,Meals 18 and Under,,Active,-95.7446432177768,39.0159372712956,55a39ddd-3509-4de5-9419-04b5b9d4b5c2,1589491058406,lee.allen,1589560945536,lee.allen,,,
73,74,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,Ross Elementary School (1400 SE 34th St);,"Starts June 1. 2020, 11:00am-12:00pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students-- will have drive up pick up for meal sites,1400 SE 34TH ST,Meals 18 and Under,,Active,-95.6571675747606,39.0068872044351,743804a2-56da-43d3-ad93-815db2d7de19,1589491058406,lee.allen,1590596868817,ljmartin.ksu,,,
25,25,Salvation Army,Shelley Robertson,785-233-9648,shelley.robertson@usc.salvationarmy.org,https://centralusa.salvationarmy.org/topeka/,"1320 SE 6th Ave, 66607","Tue/Wed/Thu 9:00am-11:00am; 1:00pm-3:30pm, 4th Mon. 1:00pm-2:00pm-Mobile Food Pantry",Giving out TEFAP and Pantry items,1320 SE 6TH AVE,Pantry Items,"Mobile Food PantryDistributions may be rescheduled, added or canceled due to weather, holidays or unforeseen circumstances.",Active,-95.656877012289,39.0477191049458,4c9d4b81-7d0e-4c01-a85f-e85466d562ee,1589491058406,lee.allen,1591114378745,ljmartin.ksu,,,
85,86,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,"
Lowman HIll Elementary","Starts June 1, 2020,  11:00am-12:00pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students-- will have drive up pick up for meal sites,1101 SW GARFIELD AVE,Meals 18 and Under,,Active,-95.6987018177201,39.0493161652087,abebaeb7-9f72-4284-9922-92acc39e3198,1589491058406,lee.allen,1590597197657,ljmartin.ksu,,,
62,63,USD 437 Auburn-Washburn,Stan Vallis,785-339-4000,vallista@usd437.net,http://usd437.net/,"Auburn Elementary (810 N Commercial St, Auburn) @ 10:30-Noon",Mon-Fri 1030-1200,Meal Distribution site for grab and go meals free of charge to any child 1 to 18 years old. Audlts can pick up meals without the children present.,810 N COMMERCIAL ST,Meals 18 and Under,,Active,-95.8179715649558,38.9070292625327,cd55969a-635e-4418-a232-564651de47f5,1589491058406,lee.allen,1589560945536,lee.allen,,,
13,13,Fellowship & Faith Ministry,null,785-354-7262,amistadyfe@yahoo.com,null,708 SE Lime St.,Tues-Fri. 9:00am-12:00pm/1:00pm-3:00pm,Food Bank/Pantry,708 SE LIME ST,Pantry Items,,Active,-95.6582972148756,39.0457149471106,97ea1254-3b22-45d8-9f3f-d54c62ea88ce,1589491058406,lee.allen,1589560945536,lee.allen,,,
5,5,Boys and Girls Club of Topeka ,Ashley Rudolph,785-234-5601,frontdesktc@bgctopeka.org,null,Teen Center (1112 SE 10th Ave),2nd/4th Wed of Month 4:00pm-7:30pm,Food Pantry at the teen center will transition to drive through distribution open to any community members,1112 SE 10TH AVE,Pantry Items,,Active,-95.6606344145255,39.044750476901,b37720b8-e171-44fb-a67b-438740f044aa,1589491058406,lee.allen,1589560945536,lee.allen,,,
22,22,Salvation Army,Shelley Robertson,785-233-9648,shelley.robertson@usc.salvationarmy.org,https://centralusa.salvationarmy.org/topeka/,Paradise Plaza Apartments,null,Free Grab and Go lunches ,1110 SE POWELL ST,Meals All Ages,,Active,-95.6486089264074,39.035880262023,0e15e48b-586b-492f-ad1d-145afd4c9f8a,1589491058406,lee.allen,1589560945536,lee.allen,,,
76,77,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,French Middle School (5257 SW 33rd St);,"Starts June 1, 2020, 11:00am-12:00pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students-- will have drive up pick up for meal sites,5257 SW 33RD ST,Meals 18 and Under,,Active,-95.74642182258,39.0071268514044,03223db7-4f31-4788-a275-fcba46778113,1589491058406,lee.allen,1590597026331,ljmartin.ksu,,,
82,83,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,"Drive-Thru Pantires (Groceries)- Food provided by Harvesters and TPS
Jardine Middle School (2600 SW 33rd)- Saturday 0900-1000 
2nd Saturday of the Month (April 11th, May 9th)","Saturday 0900-1000, 2nd Saturday of the month (Apr 11, May 9)",Drive-Thru Pantries (Groceries)- Food provided by Harvesters and TPS,2600 SW 33RD ST,Pantry Items,,Active,-95.7090547106199,39.009841870587,1cd71add-5066-4054-a9cc-b35a5f6a75c3,1589491058406,lee.allen,1589560945536,lee.allen,,,
39,39,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Meadowwood Mobile Home Park (1900 NW Lyman Rd);,Sunday 1:00-1:30,"Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka","Oakland and Surround communities (Proof of address must be shown); first come first serve; Each sack contains a 2 day sup""",1900 NW LYMAN RD,Meals All Ages,,Active,-95.6911169042668,39.088506597726,aee2b710-6aed-4116-a479-9a9610b8353e,1589491058406,lee.allen,1591036008712,ljmartin.ksu,,
16,16,Let's Help,Jennifer Loeffler,785-234-6208,info@letshelpinc.org,https://letshelpinc.org/,"(200 S Kansas Ave, 66603) on the dock in the alley",Mon/Wed/Fri 11:30-12:30,Sack lunch service,200 S KANSAS AVE,Meals All Ages,,Active,-95.6704363728806,39.0564868638123,2a9f7aaf-2011-41f1-af08-303c06e2bd87,1589491058406,lee.allen,1589560945536,lee.allen,,,
88,89,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,Scott Dual Language Magnet (1100-1115),MON- FRI 1100-1115,Lunch Sites (Salvation Army)- Food provided by Salvation Army,401 SE MARKET ST,Meals All Ages,,Active,-95.6489021184882,39.0484046761714,fc34fe57-09d1-4ea4-a8e5-9286e79ca3a3,1589491058406,lee.allen,1589560945536,lee.allen,,,
2,2,Barnabas Student Ministries/VERGE/Café Barnabas,Kevin Christianson,null,kevin@cafebarnabus.org,http://www.barnabasstudentministries.org/,Drive-thru distribution is outside behind West Ridge Mall between Furniture Mall of Kansas and the former Burlington Coat Factory (1801 SW Wanamaker Rd),Mon-Fri 11:00am-12:00 | Weds 5:00pm-6:00pm,Serving any families indicating food needs by providing box of pre-packaged food items.,1801 SW WANAMAKER RD,Pantry Items,,Active,-95.7672766619834,39.0322281821881,4d7c35cf-22ad-49e8-a820-5298d44433f5,1589491058406,lee.allen,1590674936024,ljmartin.ksu,,,
48,48,Topeka Rescue Mission,Mike Shinkle,785-354-1744,mshinkle@trmonline.org,https://trmonline.org/,Pickup at north enterance of TRM at 600 N. Kansas Ave.,Mon-Fri 6:00pm-6:30pm | Sat/Sun 5:00pm-5:30pm,Evening meal time for Non-TRM guests will be done in grab and go meal sacks to include evening meal and items for next day breakfast.  ,600 N KANSAS AVE,Meals All Ages,,Active,-95.6672424102193,39.0646524691207,e8b31b5c-16c4-456d-96ee-9ddb8403b5db,1589491058406,lee.allen,1589560945536,lee.allen,,,
17,17,Let's Help,Jennifer Loeffler,785-234-6208,info@letshelpinc.org,https://letshelpinc.org/,"(200 S Kansas Ave, 66603)",Wed/Fri 9:00-11:00,"Food box service, hygiene and diapers by appointment",200 S KANSAS AVE,Pantry Items,,Active,-95.6705470945987,39.0569539959265,4fc70191-8e67-458c-9098-27dff9e17537,1589491058406,lee.allen,1589560945536,lee.allen,,,
31,31,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Oakland United Methodist Church (801 NE Chester Ave);,"Sundays, 1:00-1:30pm","Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka","Oakland and surrounding communities (Proof of address must be shown); first come first serve; Each sack contains a 2 day supply""",801 NE CHESTER AVE,Meals All Ages,,Active,-95.6411950876367,39.0663804385063,b19b7d9f-2b95-4e55-9f96-06dfb692366e,1589491058406,lee.allen,1591280748455,ljmartin.ksu,,
